x(chord_dir),y(span_dir)
0.0195,0.048
0.0195,0.04824
0.0195,0.04848
0.0195,0.04872
0.020022228184269356,0.048960000000000004
0.02059869284433625,0.0492
0.021117931220255022,0.04944
0.02159383129047517,0.04968
0.022035429077791633,0.04992
0.022448993971451517,0.05016
0.02283908649659407,0.0504
0.02320914687536003,0.050640000000000004
0.02356184612886933,0.05088
0.023899307251822165,0.05112
0.024223250789204703,0.05136
0.024535094180668293,0.0516
0.02483602164131628,0.05184
0.025127034601973366,0.05208
0.025408988935934282,0.05232
0.025682622971109716,0.05256
0.02594857893050804,0.0528
0.02620741959234912,0.053040000000000004
0.02645964141121266,0.05328
0.026705684977753903,0.05352
0.026945943448420526,0.05376
0.027180769406856757,0.054
0.02741048049950153,0.05424
0.027635364102853853,0.05448
0.02785568121830998,0.05472
0.028071669745294948,0.05496
0.028283547249841216,0.0552
0.028491513320539716,0.05544
0.028695751584628327,0.05568
0.028896431442288043,0.05592
0.029093709565843277,0.05616
0.029287731201684413,0.0564
0.029478631305744844,0.056639999999999996
0.029666535537826715,0.05688
0.029851561135648703,0.057120000000000004
0.030033817685936194,0.05736
0.030213407807001838,0.0576
0.03039042775492732,0.05784
0.030564967963546498,0.05808
0.030737113526858335,0.05832
0.03090694463119971,0.05856
0.031074536943429883,0.0588
0.031239961960479463,0.05904
0.03140328732486321,0.05928
0.031564577110122796,0.05952
0.031723892079630556,0.05976
0.031881289921732045,0.06
0.03203682546381961,0.06024
0.03219055086759985,0.06048
0.03234251580753651,0.060719999999999996
0.0324927676342076,0.06096
0.03264135152410777,0.0612
0.032788310617245825,0.06144
0.03293368614373187,0.06168
0.03307751754041249,0.06192
0.03321984255849415,0.06216
0.03336069736299184,0.0624
0.03350011662474975,0.06264
0.033638133605701184,0.06288
0.0337747802379654,0.06312
0.033910087197317515,0.06336
0.03404408397151342,0.0636
0.03417679892390345,0.06384000000000001
0.034308259352726134,0.06408
0.034438491546435496,0.06432
0.034567520835381504,0.06456
0.03469537164013342,0.0648
0.03482206751670914,0.06504
0.034947631198949045,0.06528
0.03507208463825212,0.06552
0.035195449040872226,0.06576
0.035317744902955264,0.066
0.03543899204348254,0.06624
0.03555920963527115,0.06648
0.035678416234169785,0.06672
0.03579662980657697,0.06695999999999999
0.03591386775539787,0.0672
0.03603014694454684,0.06744
0.036145483722094175,0.06768
0.036259893942147556,0.06792
0.03637339298555197,0.06816
0.03648599577948504,0.0684
0.03659771681601913,0.06864
0.036708570169716036,0.06888
0.03681856951431528,0.06912
0.0369277281385724,0.06936
0.037036058961299675,0.0696
0.03714357454565789,0.06984
0.0372502871127441,0.07008
0.03735620855451759,0.07032
0.03746135044610286,0.07056
0.037565724057506036,0.0708
0.037669340364778606,0.07103999999999999
0.03777221006065991,0.07128
0.0378743435647281,0.07152
0.03797575103308666,0.07175999999999999
0.03807644236761271,0.072
0.03817642722479067,0.07224
0.0382757150241541,0.07248
0.03837431495635654,0.07272
0.03847223599089144,0.07296
0.03856948688347918,0.0732
0.03866607618313902,0.07344
0.038762012238962085,0.07368
0.03885730320660065,0.07392
0.038951957054488257,0.07416
0.03904598156980406,0.0744
0.03913938436419431,0.07464
0.03923217287926288,0.07488
0.03932435439184202,0.07511999999999999
0.0394159360190543,0.07536
0.03950692472317553,0.0756
0.03959732731630819,0.07583999999999999
0.03968715046487443,0.07608
0.03977640069393696,0.07632
0.03986508439135597,0.07656
0.03995320781178949,0.07680000000000001
0.040040777080544376,0.07704
0.04012779819728487,0.07728
0.04021427703960477,0.07752
0.0403002193664697,0.07776
0.04038563082153489,0.078
0.040470516936344104,0.07824
0.040554883133414876,0.07848
0.040638734729214865,0.07872
0.040722076937034085,0.07896
0.04080491486975743,0.07919999999999999
0.040887253542541586,0.07944
0.040969097875400526,0.07968
0.041050452695703205,0.07991999999999999
0.041131322740587103,0.08016
0.041211712659291244,0.0804
0.041291627015411614,0.08063999999999999
0.0413710702890825,0.08088000000000001
0.04145004687908631,0.08112
0.041528561104895195,0.08135999999999999
0.04160661720864657,0.0816
0.0416842193570557,0.08184
0.0417613716432674,0.08208
0.041838078088649394,0.08232
0.041914342644529465,0.08256
0.04199016919387863,0.0828
0.042065561552942304,0.08304
0.04214052347282145,0.08327999999999999
0.042215058641005505,0.08352
0.04228917068285902,0.08376
0.04236286316306355,0.08399999999999999
0.04243613958701649,0.08424
0.04250900340218853,0.08448
0.042581457999440936,0.08471999999999999
0.04265350671430451,0.08496000000000001
0.04272515282822114,0.0852
0.04279639956974965,0.08543999999999999
0.042867250115736916,0.08568
0.04293770759245567,0.08592
0.043007775076710074,0.08616
0.04307745559690998,0.0864
0.04314675213411537,0.08664
0.043215667623051617,0.08688
0.04328420495309665,0.08712
0.04335236696924115,0.08736
0.043420156473022296,0.0876
0.043487576223432474,0.08784
0.043554628937803194,0.08807999999999999
0.04362131729266548,0.08832
0.043687643924587266,0.08856
0.04375361143098859,0.08879999999999999
0.043819222370935385,0.08904
0.04388447926591242,0.08928
0.04394938460057615,0.08951999999999999
0.04401394082348804,0.08976
0.04407815034782909,0.09
0.04414201555209601,0.09024
0.04420553878077972,0.09048
0.044268722345026705,0.09072
0.044331568523283627,0.09096
0.04439407956192596,0.0912
0.044456257675870886,0.09144
0.044518105049175055,0.09168
0.04457962383561763,0.09192
0.0446408161592691,0.09215999999999999
0.044701684115046186,0.0924
0.044762229769253384,0.09264
0.044822455160111394,0.09287999999999999
0.044882362298272985,0.09312
0.04494195316732648,0.09336
0.04500122972428738,0.09359999999999999
0.04506019390007833,0.09384
