x(chord_dir),y(span_dir)
0.0195,0.0
0.0195,0.0003
0.0195,0.0006
0.0195,0.0009
0.020022228184269356,0.0012
0.02059869284433625,0.0014999999999999998
0.021117931220255022,0.0018
0.02159383129047517,0.0021
0.022035429077791633,0.0024
0.022448993971451517,0.0026999999999999997
0.022839086496594066,0.0029999999999999996
0.023209146875360027,0.0032999999999999995
0.02356184612886933,0.0036
0.02389930725182217,0.0039
0.024223250789204703,0.0042
0.024535094180668293,0.0045
0.02483602164131628,0.0048
0.025127034601973366,0.0050999999999999995
0.025408988935934282,0.005399999999999999
0.025682622971109716,0.005699999999999999
0.02594857893050804,0.005999999999999999
0.02620741959234912,0.006299999999999999
0.02645964141121266,0.006599999999999999
0.026705684977753903,0.006899999999999999
0.026945943448420526,0.0072
0.027180769406856757,0.0075
0.02741048049950153,0.0078
0.027635364102853853,0.0081
0.02785568121830999,0.0084
0.028071669745294948,0.0087
0.028283547249841216,0.009
0.028491513320539716,0.0093
0.028695751584628327,0.0096
0.028896431442288043,0.009899999999999999
0.029093709565843277,0.010199999999999999
0.029287731201684413,0.010499999999999999
0.029478631305744844,0.010799999999999999
0.029666535537826715,0.011099999999999999
0.029851561135648703,0.011399999999999999
0.030033817685936194,0.011699999999999999
0.030213407807001838,0.011999999999999999
0.03039042775492732,0.012299999999999998
0.030564967963546498,0.012599999999999998
0.030737113526858335,0.012899999999999998
0.03090694463119971,0.013199999999999998
0.031074536943429883,0.013499999999999998
0.031239961960479463,0.013799999999999998
0.03140328732486321,0.014099999999999998
0.031564577110122796,0.0144
0.031723892079630556,0.0147
0.03188128992173205,0.015
0.03203682546381961,0.0153
0.03219055086759985,0.0156
0.032342515807536505,0.015899999999999997
0.0324927676342076,0.0162
0.03264135152410777,0.016499999999999997
0.032788310617245825,0.0168
0.03293368614373187,0.017099999999999997
0.03307751754041249,0.0174
0.03321984255849415,0.017699999999999997
0.03336069736299184,0.018
0.03350011662474975,0.018299999999999997
0.033638133605701184,0.0186
0.0337747802379654,0.018899999999999997
0.033910087197317515,0.0192
0.03404408397151342,0.0195
0.03417679892390345,0.019799999999999998
0.034308259352726134,0.0201
0.034438491546435496,0.020399999999999998
0.034567520835381504,0.0207
0.03469537164013342,0.020999999999999998
0.03482206751670914,0.0213
0.034947631198949045,0.021599999999999998
0.03507208463825212,0.0219
0.035195449040872226,0.022199999999999998
0.035317744902955264,0.0225
0.03543899204348254,0.022799999999999997
0.03555920963527115,0.0231
0.035678416234169785,0.023399999999999997
0.03579662980657697,0.0237
0.03591386775539787,0.023999999999999997
0.03603014694454684,0.0243
0.036145483722094175,0.024599999999999997
0.036259893942147556,0.0249
0.03637339298555197,0.025199999999999997
