x(chord_dir), y(span_dir)
15.0, 48.0
52.14480236065376, 49.2
53.664533920811664, 50.4
54.53251756778003, 51.6
55.124513109438695, 52.8
55.56169037294693, 54.0
55.8990745793394, 55.199999999999996
56.166462707349986, 56.4
56.38186425123075, 57.6
56.557021190212964, 58.8
56.700027218593526, 60.0
56.8167045518695, 61.199999999999996
56.9113854552226, 62.4
56.98738330881765, 63.6
57.04729058431052, 64.8
57.093174970832706, 66.0
57.12671283387576, 67.2
57.1492826399832, 68.4
57.1620319721549, 69.6
57.165926633900185, 70.8
57.161787307512995, 72.0
57.150317377705115, 73.2
57.13212436389453, 74.39999999999999
57.10773664964113, 75.6
57.07761669843645, 76.80000000000001
57.04217160784776, 78.0
57.00176162195599, 79.19999999999999
56.95670705958077, 80.4
56.90729400028949, 81.60000000000001
56.85377898689285, 82.8
56.796392942269925, 83.99999999999999
56.735344453355246, 85.2
56.67082254146068, 86.4
56.60299901266887, 87.6
56.53203046262883, 88.79999999999998
56.45805999514269, 90.0
56.38121870233385, 91.2
56.30162694510855, 92.39999999999999
56.21939546546733, 93.6
56.134626356541325, 94.8
56.0474139116886, 96.0
55.95784537033509, 97.19999999999999
55.86600157529176, 98.39999999999999
55.77195755387846, 99.6
55.67578303322063, 100.8
55.57754289847172, 102.0
55.477297601381416, 103.19999999999999
55.37510352552444, 104.39999999999999
55.271013313584206, 105.6
55.165076161314985, 106.80000000000001
55.05733808215943, 108.0
54.94784214595289, 109.19999999999999
54.83662869468465, 110.39999999999999
54.723735537893994, 111.6
54.60919812994573, 112.8
54.4930497311441, 113.99999999999999
54.37532155439972, 115.2
54.25604289895377, 116.39999999999999
54.135241272482475, 117.6
54.012942502748004, 118.79999999999998
53.889170839826036, 120.0
53.76394904982216, 121.19999999999999
53.637298500886246, 122.39999999999999
53.50923924224408, 123.6
53.37979007688672, 124.8
53.248968628489095, 126.0
53.11679140306841, 127.19999999999997
52.983273845839705, 128.4
52.8484303936782, 129.6
52.712274523556616, 130.8
52.5748187972882, 132.0
52.436074902873635, 133.2
52.29605369272012, 134.4
52.15476521897522, 135.6
52.01221876619453, 136.79999999999998
51.868422881541, 138.0
51.72338540269549, 139.2
51.57711348364074, 140.4
51.42961361846611, 141.6
51.28089166332655, 142.79999999999998
